0.0001, 10, 3.2870e-09, 2.7063e-07, 3.6940e-09, 2.6065e-07
0.0001, 50, 7.7969e-10, 2.1203e-09, 7.9702e-10, 1.2624e-09
0.0001, 150, 2.5922e-10, 2.4640e-10, 2.5922e-10, 2.4640e-10
0.0005, 10, 5.4843e-08, 1.6423e-06, 1.3907e-08, 2.0492e-07
0.0005, 20, 3.1730e-08, 7.4222e-08, 2.5073e-08, 5.6219e-08
0.0005, 50, 5.5777e-08, 1.7158e-07, 6.8273e-09, 2.7397e-08
0.0005, 100, 7.8719e-08, 2.9929e-07, 1.3146e-09, 5.5133e-09
0.0005, 150, 6.0066e-09, 3.7328e-09, 3.2895e-09, 2.7764e-09
0.0005, 200, 4.9056e-09, 9.7984e-09, 4.8020e-09, 5.4686e-09
0.0010, 15, 1.0117e-08, 2.6944e-07, 1.1824e-08, 4.1045e-07
0.0010, 20, 4.0745e-07, 1.2192e-07, 9.8850e-08, 2.7034e-07
0.0010, 50, 1.4393e-07, 2.3084e-07, 7.4224e-08, 1.3774e-07
0.0010, 70, 2.7966e-08, 1.0854e-07, 1.8520e-08, 1.2534e-07
0.0010, 150, 1.4060e-08, 5.0364e-08, 1.4481e-08, 5.4429e-08
0.0050, 10, 7.6692e-07, 1.3211e-05, 1.6513e-06, 1.4584e-05
0.0050, 15, 5.2562e-06, 1.5829e-05, 9.6939e-06, 2.1779e-05
0.0050, 70, 1.7945e-05, 1.2075e-04, 1.3705e-06, 4.6384e-06
0.0050, 100, 1.1361e-06, 2.2408e-05, 1.4405e-06, 2.5282e-08
0.0050, 150, 5.1228e-06, 8.1740e-05, 3.1384e-08, 9.6097e-07
0.0050, 200, 7.8644e-07, 1.3624e-05, 1.4570e-07, 2.1687e-07
0.0100, 10, 6.1338e-05, 1.2576e-04, 5.1812e-05, 8.7598e-05
0.0100, 15, 1.4086e-05, 1.7179e-05, 1.2000e-05, 1.9514e-05
0.0100, 20, 1.9878e-05, 6.3665e-04, 5.2117e-06, 1.5744e-05
0.0100, 50, 2.5224e-06, 2.0563e-05, 1.8035e-06, 9.4310e-06
0.0100, 70, 4.8705e-06, 1.3633e-05, 2.3373e-06, 9.0616e-06
0.0100, 100, 2.3911e-06, 3.7446e-06, 9.6719e-07, 2.6339e-06
0.0100, 150, 9.8530e-07, 1.7221e-06, 5.7836e-07, 1.7294e-06
0.0100, 200, 9.1851e-07, 5.8435e-06, 2.8256e-07, 4.1630e-06
0.0500, 10, 8.4840e-04, 4.4050e-03, 2.2644e-04, 2.6246e-03
0.0500, 15, 1.6152e-04, 5.6777e-03, 2.4861e-04, 9.3121e-04
0.0500, 20, 1.3260e-04, 3.7500e-04, 2.9731e-04, 1.8076e-04
0.0500, 50, 9.1518e-05, 5.5813e-05, 3.5062e-05, 1.0846e-04
0.0500, 70, 7.8997e-05, 6.6742e-05, 7.4694e-05, 1.9941e-04
0.0500, 100, 2.1106e-05, 7.4486e-05, 2.4054e-07, 2.1168e-04
0.0500, 150, 1.1873e-04, 4.7039e-04, 1.1379e-04, 5.6540e-04
0.0500, 200, 2.7317e-05, 3.1124e-04, 1.1136e-05, 7.7642e-05
0.1000, 10, 5.0177e-04, 2.7566e-03, 1.0105e-04, 2.3574e-03
0.1000, 15, 2.5898e-03, 1.6232e-03, 2.1523e-03, 2.7260e-03
0.1000, 20, 1.6396e-03, 5.0371e-03, 2.1551e-03, 5.7528e-03
0.1000, 50, 5.8440e-04, 4.3188e-04, 1.3583e-03, 8.1469e-04
0.1000, 70, 2.6888e-04, 9.8866e-04, 5.7593e-04, 6.4651e-04
0.1000, 100, 4.8259e-05, 4.0810e-03, 2.0711e-04, 7.8475e-04
0.1000, 150, 2.1791e-05, 2.9143e-03, 1.5467e-04, 8.5454e-04
0.1000, 200, 8.2976e-05, 6.9743e-04, 6.4237e-05, 2.7945e-04
