0.0100, 150, 2.5832e-06, 4.1288e-06, 1.8067e-06, 3.4751e-06
0.0100, 200, 1.0344e-06, 5.9736e-06, 2.2898e-06, 1.1178e-06
0.0500, 10, 8.5576e-05, 2.0521e-04, 1.1960e-05, 1.1544e-04
0.0500, 15, 3.5447e-04, 4.6622e-04, 1.1690e-04, 6.7938e-04
0.0500, 20, 3.8193e-04, 7.9295e-04, 3.2256e-04, 3.8269e-04
0.0500, 50, 8.5692e-05, 1.9291e-04, 1.5028e-04, 2.0186e-04
0.0500, 70, 3.6855e-05, 4.4846e-04, 6.0934e-05, 5.6986e-04
0.0500, 100, 7.4118e-05, 1.9778e-04, 4.7395e-05, 2.3263e-04
0.0500, 150, 1.8065e-05, 1.4553e-04, 1.9158e-05, 4.1397e-05
0.0500, 200, 8.3111e-06, 7.9755e-05, 3.6493e-06, 1.2889e-05
0.0800, 10, 1.8402e-04, 6.8413e-03, 1.5809e-03, 2.5917e-03
0.0800, 15, 3.5757e-03, 3.1986e-03, 1.9149e-03, 2.4730e-03
0.0800, 20, 1.2934e-04, 2.1144e-03, 8.6449e-06, 1.4374e-03
0.0800, 50, 6.4105e-03, 2.8051e-02, 4.2560e-04, 1.4274e-03
0.0800, 70, 2.5919e-04, 9.9288e-04, 3.5449e-04, 1.4205e-03
0.0800, 150, 9.8339e-05, 9.4588e-04, 1.2663e-04, 7.4996e-05
0.0800, 200, 5.4822e-06, 2.7749e-04, 5.5564e-06, 2.0133e-04
0.1000, 10, 2.4876e-03, 4.0082e-03, 4.1722e-04, 5.1246e-03
0.1000, 15, 2.5483e-03, 1.4466e-02, 5.4296e-04, 6.5281e-03
0.1000, 20, 1.8355e-03, 3.1217e-03, 1.3815e-03, 1.9438e-03
0.1000, 50, 1.9808e-04, 8.8935e-04, 3.3583e-04, 4.5132e-04
0.1000, 70, 5.2025e-05, 3.0731e-04, 8.1273e-05, 1.8047e-04
0.1000, 100, 3.1099e-04, 1.7651e-03, 3.9304e-04, 2.3180e-04
0.1000, 150, 2.7704e-04, 1.5210e-03, 6.2415e-05, 7.3808e-04
