0.0001, 10, 3.8614e-09, 5.3836e-09, 4.3033e-09, 3.9967e-09
0.0001, 50, 1.7684e-10, 3.5540e-09, 2.0771e-10, 3.5233e-09
0.0001, 70, 2.3611e-10, 2.0080e-10, 5.5991e-11, 2.5282e-10
0.0001, 150, 3.5897e-11, 1.9777e-10, 1.2110e-10, 2.0390e-10
0.0001, 200, 1.3805e-10, 7.1632e-10, 5.1406e-11, 6.7229e-10
0.0005, 10, 1.6488e-08, 1.0061e-07, 6.5983e-08, 7.3148e-08
0.0005, 15, 7.7331e-08, 2.3920e-07, 1.3874e-07, 2.3693e-07
0.0005, 20, 2.3779e-08, 7.2942e-07, 9.5040e-08, 1.2341e-06
0.0005, 50, 5.1384e-09, 5.8532e-08, 5.7103e-09, 6.1461e-08
0.0005, 70, 1.1575e-09, 3.7292e-08, 2.1098e-09, 2.6080e-08
0.0005, 100, 2.7102e-09, 3.1599e-09, 1.2679e-08, 7.1057e-09
0.0005, 150, 1.3634e-09, 8.2927e-09, 2.7975e-09, 2.4006e-08
0.0008, 10, 3.9391e-07, 1.3350e-07, 1.3278e-07, 2.7788e-07
0.0008, 15, 1.5528e-07, 2.3434e-07, 9.4924e-08, 2.2955e-07
0.0008, 20, 4.4929e-08, 6.4636e-07, 7.3181e-08, 4.6372e-07
0.0008, 50, 1.8095e-08, 6.9650e-08, 1.1647e-08, 5.8298e-08
0.0008, 100, 2.1522e-07, 5.8095e-08, 1.1138e-08, 3.2790e-08
0.0008, 150, 2.9439e-08, 3.7759e-07, 1.6073e-09, 4.5835e-08
0.0008, 200, 7.4636e-10, 1.4513e-07, 1.2725e-09, 1.2367e-08
0.0010, 10, 1.0287e-07, 3.5750e-05, 1.5419e-07, 2.1115e-07
0.0010, 20, 5.5027e-08, 1.2353e-07, 4.7975e-08, 1.1844e-07
0.0010, 50, 1.2389e-08, 1.6206e-07, 5.8810e-09, 1.3011e-07
0.0010, 150, 1.8678e-08, 1.8906e-07, 5.1777e-09, 1.3299e-07
0.0010, 200, 1.8218e-08, 2.5930e-09, 1.3329e-08, 4.2216e-09
0.0050, 15, 5.3763e-07, 1.6747e-05, 7.6562e-07, 1.3307e-05
0.0050, 20, 7.2952e-06, 1.8539e-05, 9.8265e-08, 4.9428e-06
0.0050, 50, 9.7128e-07, 3.5143e-06, 5.4096e-07, 4.2088e-06
0.0050, 70, 8.0027e-07, 9.5585e-07, 6.1231e-07, 5.4659e-07
0.0050, 100, 4.7870e-07, 1.1189e-05, 3.3906e-07, 4.7677e-06
0.0050, 150, 4.3575e-07, 1.5346e-06, 3.1991e-07, 1.8372e-06
0.0050, 200, 6.8445e-07, 5.6223e-07, 4.8255e-07, 4.6236e-07
0.0080, 10, 8.8848e-06, 5.4437e-05, 9.0467e-06, 6.3851e-05
0.0080, 15, 4.8278e-06, 2.1278e-03, 4.9137e-06, 3.2913e-05
0.0080, 20, 1.3636e-06, 1.3843e-05, 1.2187e-06, 1.6150e-05
0.0080, 50, 2.4910e-06, 2.6076e-05, 1.1931e-06, 2.1876e-05
0.0080, 70, 6.2992e-07, 1.0394e-05, 2.9217e-07, 1.0625e-05
0.0080, 150, 4.9810e-07, 9.7558e-06, 9.7181e-07, 1.9374e-06
0.0080, 200, 7.8627e-07, 3.6327e-07, 8.5336e-07, 4.0960e-07
0.0100, 10, 8.5022e-04, 8.0110e-04, 1.1317e-05, 1.1834e-05
0.0100, 15, 1.1640e-05, 4.1779e-05, 1.6866e-05, 3.8273e-05
0.0100, 20, 4.3073e-06, 3.4727e-05, 4.6183e-06, 3.1535e-05
0.0100, 50, 4.9713e-06, 4.6470e-05, 4.0508e-06, 1.5719e-05
0.0100, 70, 2.0070e-06, 1.0791e-05, 1.6285e-06, 6.7270e-06
0.0100, 100, 4.2145e-06, 6.1651e-06, 1.6682e-06, 3.1279e-06
